product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk,lead_time_demand,safety_stock,reorder_point,target_stock,recommended_order,stock_cover_days,stockout_probability,ml_risk,status
P3227,2030-02-05,S4,479,24,12,88,No,Low,No,288,199.22,487.22,655.22,176.22,19.96,19.09,Low,Critical - Reorder Now
P3228,2030-02-06,S11,355,84,14,74,No,Medium,Yes,1176,229.39,1405.39,1993.39,1638.39,4.23,26.42,Low,Critical - Reorder Now
P3229,2030-02-07,S20,415,75,7,82,No,High,No,525,156.46,681.46,1206.46,791.46,5.53,11.05,Low,Critical - Reorder Now
P3230,2030-02-08,S15,182,109,9,82,Yes,Low,No,981,177.41,1158.41,1921.41,1739.41,1.67,23.28,Low,Critical - Reorder Now
P3231,2030-02-09,S19,206,82,9,77,No,Medium,No,738,181.48,919.48,1493.48,1287.48,2.51,19.36,Low,Critical - Reorder Now
P3232,2030-02-10,S7,255,47,1,78,No,Medium,No,47,60.22,107.22,436.22,181.22,5.43,8.95,Low,Low Stock
P3233,2030-02-11,S19,234,30,1,87,No,High,No,30,57.78,87.78,297.78,63.78,7.8,16.07,Low,Low Stock
P3234,2030-02-12,S19,441,94,3,85,Yes,High,No,282,101.02,383.02,1041.02,600.02,4.69,15.95,Low,Low Stock
P3235,2030-02-13,S11,354,82,6,69,Yes,High,Yes,492,153.5,645.5,1219.5,865.5,4.32,60.49,Medium,Critical - Reorder Now
P3236,2030-02-14,S5,2,75,2,63,No,Medium,No,150,90.92,240.92,765.92,763.92,0.03,36.61,Low,Critical - Reorder Now
P3237,2030-02-15,S5,207,37,10,61,No,Low,No,370,205.03,575.03,834.03,627.03,5.59,33.37,Low,Critical - Reorder Now
P3238,2030-02-16,S8,196,30,12,62,Yes,Low,Yes,360,223.65,583.65,793.65,597.65,6.53,63.42,Medium,Critical - Reorder Now
P3239,2030-02-17,S10,340,49,11,66,Yes,High,Yes,539,210.53,749.53,1092.53,752.53,6.94,20.77,Low,Critical - Reorder Now
P3240,2030-02-18,S6,124,88,1,75,No,Low,Yes,88,61.04,149.04,765.04,641.04,1.41,76.06,High,Critical - Reorder Now
P3241,2030-02-19,S15,137,67,1,90,Yes,Medium,No,67,56.97,123.97,592.97,455.97,2.04,43.14,Medium,Low Stock
P3242,2030-02-20,S16,338,71,13,69,Yes,Low,No,923,225.94,1148.94,1645.94,1307.94,4.76,20.41,Low,Critical - Reorder Now
P3243,2030-02-21,S17,24,56,5,78,No,Medium,No,280,134.66,414.66,806.66,782.66,0.43,18.64,Low,Critical - Reorder Now
P3244,2030-02-22,S8,67,72,4,87,No,High,No,288,115.56,403.56,907.56,840.56,0.93,14.74,Low,Critical - Reorder Now
P3245,2030-02-23,S8,60,30,1,76,Yes,Low,No,30,60.77,90.77,300.77,240.77,2.0,51.28,Medium,Critical - Reorder Now
P3246,2030-02-24,S9,28,79,4,87,No,Medium,No,316,115.56,431.56,984.56,956.56,0.35,27.66,Low,Critical - Reorder Now
P3247,2030-02-25,S2,382,6,3,78,Yes,High,No,18,104.31,122.31,164.31,0.0,63.67,12.29,Low,Overstock
P3248,2030-02-26,S15,18,18,2,96,Yes,High,No,36,78.26,114.26,240.26,222.26,1.0,16.33,Low,Critical - Reorder Now
P3249,2030-02-27,S18,170,112,9,82,Yes,High,Yes,1008,177.41,1185.41,1969.41,1799.41,1.52,37.2,Low,Critical - Reorder Now
P3250,2030-02-28,S3,449,34,14,79,No,High,No,476,224.32,700.32,938.32,489.32,13.21,8.93,Low,Critical - Reorder Now
P3251,2030-03-01,S17,73,53,11,72,Yes,Low,No,583,205.14,788.14,1159.14,1086.14,1.38,18.56,Low,Critical - Reorder Now
P3252,2030-03-02,S4,60,16,1,72,No,Medium,Yes,16,61.85,77.85,189.85,129.85,3.75,77.02,High,Critical - Reorder Now
P3253,2030-03-03,S4,426,94,7,70,Yes,Low,No,658,165.08,823.08,1481.08,1055.08,4.53,9.29,Low,Critical - Reorder Now
P3254,2030-03-04,S14,152,48,14,74,Yes,Medium,Yes,672,229.39,901.39,1237.39,1085.39,3.17,83.29,High,Critical - Reorder Now
P3255,2030-03-05,S9,275,37,13,76,Yes,High,No,481,219.09,700.09,959.09,684.09,7.43,16.13,Low,Critical - Reorder Now
P3256,2030-03-06,S9,47,17,4,87,No,Low,No,68,115.56,183.56,302.56,255.56,2.76,44.93,Medium,Critical - Reorder Now
P3257,2030-03-07,S18,210,82,5,78,No,High,Yes,410,134.66,544.66,1118.66,908.66,2.56,28.82,Low,Critical - Reorder Now
P3258,2030-03-08,S10,342,92,10,63,No,Medium,No,920,203.31,1123.31,1767.31,1425.31,3.72,28.02,Low,Critical - Reorder Now
P3259,2030-03-09,S4,407,102,5,81,No,High,No,510,132.84,642.84,1356.84,949.84,3.99,31.41,Low,Critical - Reorder Now
P3260,2030-03-10,S12,138,112,1,81,Yes,Low,No,112,59.41,171.41,955.41,817.41,1.23,47.51,Medium,Critical - Reorder Now
P3261,2030-03-11,S8,109,30,6,96,No,Low,Yes,180,135.55,315.55,525.55,416.55,3.63,71.34,High,Critical - Reorder Now
P3262,2030-03-12,S2,481,25,13,98,Yes,Medium,No,325,197.58,522.58,697.58,216.58,19.24,18.92,Low,Critical - Reorder Now
P3263,2030-03-13,S13,182,32,9,93,No,Medium,Yes,288,168.46,456.46,680.46,498.46,5.69,68.93,Medium,Critical - Reorder Now
P3264,2030-03-14,S16,27,52,2,92,Yes,Low,No,104,79.8,183.8,547.8,520.8,0.52,25.13,Low,Critical - Reorder Now
P3265,2030-03-15,S2,196,104,7,99,Yes,Low,Yes,728,144.26,872.26,1600.26,1404.26,1.88,18.03,Low,Critical - Reorder Now
P3266,2030-03-16,S11,190,44,6,92,No,Low,No,264,138.21,402.21,710.21,520.21,4.32,54.64,Medium,Critical - Reorder Now
P3267,2030-03-17,S10,314,70,5,71,No,Low,No,350,138.91,488.91,978.91,664.91,4.49,28.01,Low,Critical - Reorder Now
P3268,2030-03-18,S15,388,110,4,61,No,Medium,No,440,129.67,569.67,1339.67,951.67,3.53,23.95,Low,Critical - Reorder Now
P3269,2030-03-19,S17,50,77,4,87,No,Low,No,308,115.56,423.56,962.56,912.56,0.65,14.67,Low,Critical - Reorder Now
P3270,2030-03-20,S8,148,91,6,69,No,Medium,No,546,153.5,699.5,1336.5,1188.5,1.63,42.29,Medium,Critical - Reorder Now
P3271,2030-03-21,S18,267,83,4,81,Yes,Low,No,332,118.82,450.82,1031.82,764.82,3.22,24.5,Low,Critical - Reorder Now
P3272,2030-03-22,S9,49,81,5,76,No,Low,No,405,135.88,540.88,1107.88,1058.88,0.6,8.85,Low,Critical - Reorder Now
P3273,2030-03-23,S8,387,27,13,85,No,High,Yes,351,210.29,561.29,750.29,363.29,14.33,66.91,Medium,Critical - Reorder Now
P3274,2030-03-24,S14,245,85,6,62,No,High,Yes,510,158.15,668.15,1263.15,1018.15,2.88,28.36,Low,Critical - Reorder Now
P3275,2030-03-25,S18,112,52,5,66,Yes,Low,No,260,141.94,401.94,765.94,653.94,2.15,16.15,Low,Critical - Reorder Now
P3276,2030-03-26,S20,169,6,7,67,No,Medium,Yes,42,167.23,209.23,251.23,82.23,28.17,67.34,Medium,Critical - Reorder Now
P3277,2030-03-27,S20,467,88,9,79,Yes,Low,No,792,179.86,971.86,1587.86,1120.86,5.31,17.05,Low,Critical - Reorder Now
P3278,2030-03-28,S12,165,24,10,71,No,High,Yes,240,196.45,436.45,604.45,439.45,6.88,57.81,Medium,Critical - Reorder Now
P3279,2030-03-29,S19,408,63,7,94,No,Low,No,441,147.85,588.85,1029.85,621.85,6.48,13.48,Low,Critical - Reorder Now
P3280,2030-03-30,S14,13,50,7,76,No,High,No,350,160.77,510.77,860.77,847.77,0.26,16.94,Low,Critical - Reorder Now
P3281,2030-03-31,S17,202,7,4,87,No,Low,No,28,115.56,143.56,192.56,0.0,28.86,15.63,Low,Healthy
P3282,2030-04-01,S3,287,59,1,69,No,Low,No,59,62.66,121.66,534.66,247.66,4.86,42.52,Medium,Low Stock
P3283,2030-04-02,S7,394,16,14,81,Yes,Medium,No,224,222.29,446.29,558.29,164.29,24.62,26.41,Low,Critical - Reorder Now
P3284,2030-04-03,S17,188,44,8,97,No,High,No,352,155.76,507.76,815.76,627.76,4.27,15.69,Low,Critical - Reorder Now
P3285,2030-04-04,S12,401,70,4,92,No,High,No,280,112.85,392.85,882.85,481.85,5.73,24.9,Low,Low Stock
P3286,2030-04-05,S9,154,104,1,81,No,High,No,104,59.41,163.41,891.41,737.41,1.48,18.91,Low,Critical - Reorder Now
P3287,2030-04-06,S15,54,82,5,96,No,Medium,Yes,410,123.74,533.74,1107.74,1053.74,0.66,66.15,Medium,Critical - Reorder Now
P3288,2030-04-07,S18,181,20,14,72,No,Low,No,280,231.42,511.42,651.42,470.42,9.05,10.88,Low,Critical - Reorder Now
P3289,2030-04-08,S13,209,87,14,86,Yes,Medium,Yes,1218,217.21,1435.21,2044.21,1835.21,2.4,65.09,Medium,Critical - Reorder Now
P3290,2030-04-09,S8,375,38,8,74,No,Low,Yes,304,173.41,477.41,743.41,368.41,9.87,66.14,Medium,Critical - Reorder Now
P3291,2030-04-10,S14,470,48,4,81,Yes,Medium,No,192,118.82,310.82,646.82,176.82,9.79,32.27,Low,Low Stock
P3292,2030-04-11,S8,74,114,13,89,No,Medium,No,1482,206.38,1688.38,2486.38,2412.38,0.65,31.57,Low,Critical - Reorder Now
P3293,2030-04-12,S14,276,10,12,99,No,High,No,120,188.88,308.88,378.88,102.88,27.6,4.92,Low,Critical - Reorder Now
P3294,2030-04-13,S7,427,81,8,96,Yes,Medium,No,648,156.53,804.53,1371.53,944.53,5.27,33.73,Low,Critical - Reorder Now
P3295,2030-04-14,S12,132,68,8,93,No,Low,No,544,158.83,702.83,1178.83,1046.83,1.94,25.69,Low,Critical - Reorder Now
P3296,2030-04-15,S11,342,104,3,93,No,Medium,No,312,97.26,409.26,1137.26,795.26,3.29,30.39,Low,Critical - Reorder Now
P3297,2030-04-16,S11,424,26,9,94,No,Medium,No,234,167.65,401.65,583.65,159.65,16.31,19.47,Low,Low Stock
P3298,2030-04-17,S13,58,22,3,78,Yes,Low,No,66,104.31,170.31,324.31,266.31,2.64,25.46,Low,Critical - Reorder Now
P3299,2030-04-18,S18,344,16,1,67,Yes,High,No,16,63.21,79.21,191.21,0.0,21.5,19.48,Low,Overstock
P3300,2030-04-19,S2,488,56,2,98,No,Low,No,112,77.5,189.5,581.5,93.5,8.71,22.08,Low,Low Stock
P3301,2030-04-20,S15,181,98,6,92,Yes,Low,No,588,138.21,726.21,1412.21,1231.21,1.85,48.44,Medium,Critical - Reorder Now
P3302,2030-04-21,S20,457,55,12,87,No,Low,No,660,200.16,860.16,1245.16,788.16,8.31,19.71,Low,Critical - Reorder Now
P3303,2030-04-22,S18,405,108,10,96,No,Medium,No,1080,175.0,1255.0,2011.0,1606.0,3.75,40.81,Medium,Critical - Reorder Now
P3304,2030-04-23,S15,338,75,2,84,Yes,Medium,Yes,150,82.87,232.87,757.87,419.87,4.51,61.89,Medium,Low Stock
P3305,2030-04-24,S19,320,100,6,95,No,Low,Yes,600,136.22,736.22,1436.22,1116.22,3.2,66.28,Medium,Critical - Reorder Now
P3306,2030-04-25,S12,63,52,14,76,No,Low,No,728,227.36,955.36,1319.36,1256.36,1.21,7.66,Low,Critical - Reorder Now
P3307,2030-04-26,S13,326,23,1,83,No,High,No,23,58.87,81.87,242.87,0.0,14.17,19.49,Low,Overstock
P3308,2030-04-27,S11,259,10,11,80,No,Medium,No,110,197.94,307.94,377.94,118.94,25.9,20.17,Low,Critical - Reorder Now
P3309,2030-04-28,S5,192,88,13,61,No,Medium,No,1144,233.76,1377.76,1993.76,1801.76,2.18,49.58,Medium,Critical - Reorder Now
P3310,2030-04-29,S1,142,31,1,90,Yes,Medium,No,31,56.97,87.97,304.97,162.97,4.58,28.85,Low,Low Stock
P3311,2030-04-30,S3,103,57,5,92,No,Medium,No,285,126.17,411.17,810.17,707.17,1.81,26.18,Low,Critical - Reorder Now
P3312,2030-05-01,S19,459,111,10,89,Yes,Low,No,1110,181.01,1291.01,2068.01,1609.01,4.14,26.86,Low,Critical - Reorder Now
P3313,2030-05-02,S7,405,105,13,71,No,Low,No,1365,223.98,1588.98,2323.98,1918.98,3.86,10.22,Low,Critical - Reorder Now
P3314,2030-05-03,S12,213,52,11,71,No,High,Yes,572,206.04,778.04,1142.04,929.04,4.1,34.51,Low,Critical - Reorder Now
P3315,2030-05-04,S15,241,11,9,83,No,Medium,Yes,99,176.6,275.6,352.6,111.6,21.91,61.48,Medium,Critical - Reorder Now
P3316,2030-05-05,S5,430,63,14,83,No,Medium,No,882,220.26,1102.26,1543.26,1113.26,6.83,26.09,Low,Critical - Reorder Now
P3317,2030-05-06,S15,208,73,8,70,Yes,Low,No,584,176.47,760.47,1271.47,1063.47,2.85,18.24,Low,Critical - Reorder Now
P3318,2030-05-07,S8,92,15,3,72,No,High,No,45,107.13,152.13,257.13,165.13,6.13,20.25,Low,Critical - Reorder Now
P3319,2030-05-08,S10,429,19,3,86,Yes,Low,Yes,57,100.55,157.55,290.55,0.0,22.58,72.13,High,Overstock
P3320,2030-05-09,S16,141,68,1,67,Yes,Medium,No,68,63.21,131.21,607.21,466.21,2.07,23.84,Low,Low Stock
P3321,2030-05-10,S8,433,7,14,69,Yes,Medium,No,98,234.47,332.47,381.47,0.0,61.86,12.19,Low,Healthy
P3322,2030-05-11,S1,403,73,3,67,No,High,No,219,109.48,328.48,839.48,436.48,5.52,14.11,Low,Low Stock
P3323,2030-05-12,S12,433,27,14,79,No,Low,No,378,224.32,602.32,791.32,358.32,16.04,13.21,Low,Critical - Reorder Now
P3324,2030-05-13,S5,111,57,12,67,No,Medium,No,684,218.96,902.96,1301.96,1190.96,1.95,49.06,Medium,Critical - Reorder Now
P3325,2030-05-14,S3,416,41,12,68,No,Medium,No,492,218.02,710.02,997.02,581.02,10.15,12.75,Low,Critical - Reorder Now
P3326,2030-05-15,S1,374,13,12,66,No,High,No,156,219.9,375.9,466.9,92.9,28.77,7.81,Low,Critical - Reorder Now
P3327,2030-05-16,S4,58,19,13,73,No,Medium,No,247,222.03,469.03,602.03,544.03,3.05,20.61,Low,Critical - Reorder Now
P3328,2030-05-17,S8,42,7,11,87,No,Medium,No,77,191.64,268.64,317.64,275.64,6.0,8.52,Low,Critical - Reorder Now
P3329,2030-05-18,S3,206,97,1,61,No,Low,No,97,64.83,161.83,840.83,634.83,2.12,28.07,Low,Low Stock
P3330,2030-05-19,S10,267,74,8,67,Yes,High,No,592,178.78,770.78,1288.78,1021.78,3.61,24.9,Low,Critical - Reorder Now
P3331,2030-05-20,S2,295,21,1,72,Yes,High,Yes,21,61.85,82.85,229.85,0.0,14.05,44.07,Medium,Overstock
P3332,2030-05-21,S11,117,30,5,80,No,High,No,150,133.45,283.45,493.45,376.45,3.9,18.11,Low,Critical - Reorder Now
P3333,2030-05-22,S10,19,25,9,87,No,Low,No,225,173.34,398.34,573.34,554.34,0.76,24.79,Low,Critical - Reorder Now
P3334,2030-05-23,S14,221,76,7,94,No,High,No,532,147.85,679.85,1211.85,990.85,2.91,22.0,Low,Critical - Reorder Now
P3335,2030-05-24,S7,165,25,4,82,No,Medium,Yes,100,118.28,218.28,393.28,228.28,6.6,18.75,Low,Critical - Reorder Now
P3336,2030-05-25,S2,130,15,11,74,Yes,High,No,165,203.34,368.34,473.34,343.34,8.67,14.69,Low,Critical - Reorder Now
P3337,2030-05-26,S9,155,42,9,61,No,Medium,Yes,378,194.5,572.5,866.5,711.5,3.69,70.4,High,Critical - Reorder Now
P3338,2030-05-27,S16,183,76,9,71,No,High,No,684,186.37,870.37,1402.37,1219.37,2.41,31.19,Low,Critical - Reorder Now
P3339,2030-05-28,S13,89,110,2,95,Yes,High,No,220,78.65,298.65,1068.65,979.65,0.81,38.77,Low,Critical - Reorder Now
P3340,2030-05-29,S9,93,92,10,62,No,Low,No,920,204.17,1124.17,1768.17,1675.17,1.01,19.29,Low,Critical - Reorder Now
P3341,2030-05-30,S20,12,39,10,64,Yes,High,No,390,202.45,592.45,865.45,853.45,0.31,21.29,Low,Critical - Reorder Now
P3342,2030-05-31,S4,460,18,11,62,No,High,No,198,214.13,412.13,538.13,78.13,25.56,10.06,Low,Low Stock
P3343,2030-06-01,S10,321,18,12,78,Yes,Low,No,216,208.62,424.62,550.62,229.62,17.83,30.37,Low,Critical - Reorder Now
P3344,2030-06-02,S12,292,14,6,61,No,Medium,No,84,158.81,242.81,340.81,48.81,20.86,34.8,Low,Low Stock
P3345,2030-06-03,S17,432,16,4,96,No,High,Yes,64,110.68,174.68,286.68,0.0,27.0,17.84,Low,Overstock
P3346,2030-06-04,S14,229,42,8,76,Yes,High,No,336,171.87,507.87,801.87,572.87,5.45,24.8,Low,Critical - Reorder Now
P3347,2030-06-05,S14,321,112,12,73,No,Medium,No,1344,213.32,1557.32,2341.32,2020.32,2.87,10.38,Low,Critical - Reorder Now
P3348,2030-06-06,S2,291,114,11,87,No,Low,No,1254,191.64,1445.64,2243.64,1952.64,2.55,13.9,Low,Critical - Reorder Now
P3349,2030-06-07,S20,437,38,7,86,No,High,No,266,153.59,419.59,685.59,248.59,11.5,25.04,Low,Low Stock
P3350,2030-06-08,S11,25,45,7,69,No,Low,No,315,165.79,480.79,795.79,770.79,0.56,14.84,Low,Critical - Reorder Now
P3351,2030-06-09,S16,74,14,11,62,Yes,Medium,Yes,154,214.13,368.13,466.13,392.13,5.29,43.76,Medium,Critical - Reorder Now
P3352,2030-06-10,S19,455,21,10,95,No,Medium,No,210,175.86,385.86,532.86,77.86,21.67,18.9,Low,Low Stock
P3353,2030-06-11,S6,363,21,9,97,No,Low,No,189,165.21,354.21,501.21,138.21,17.29,20.82,Low,Low Stock
P3354,2030-06-12,S19,423,71,13,84,Yes,Medium,No,923,211.27,1134.27,1631.27,1208.27,5.96,30.08,Low,Critical - Reorder Now
P3355,2030-06-13,S5,298,66,5,81,No,Medium,Yes,330,132.84,462.84,924.84,626.84,4.52,24.45,Low,Critical - Reorder Now
P3356,2030-06-14,S4,149,99,6,98,No,High,No,594,134.23,728.23,1421.23,1272.23,1.51,19.77,Low,Critical - Reorder Now
P3357,2030-06-15,S15,147,119,1,89,No,Low,Yes,119,57.24,176.24,1009.24,862.24,1.24,58.6,Medium,Critical - Reorder Now
P3358,2030-06-16,S4,7,5,6,80,No,High,No,30,146.19,176.19,211.19,204.19,1.4,23.38,Low,Critical - Reorder Now
P3359,2030-06-17,S20,28,16,2,89,Yes,Low,No,32,80.95,112.95,224.95,196.95,1.75,19.93,Low,Critical - Reorder Now
P3360,2030-06-18,S10,295,107,6,87,No,High,No,642,141.54,783.54,1532.54,1237.54,2.76,24.77,Low,Critical - Reorder Now
P3361,2030-06-19,S3,473,8,9,90,Yes,Medium,No,72,170.9,242.9,298.9,0.0,59.12,22.27,Low,Overstock
P3362,2030-06-20,S5,413,46,8,85,Yes,Low,Yes,368,164.97,532.97,854.97,441.97,8.98,77.19,High,Critical - Reorder Now
P3363,2030-06-21,S6,208,17,9,81,No,Low,Yes,153,178.23,331.23,450.23,242.23,12.24,64.73,Medium,Critical - Reorder Now
P3364,2030-06-22,S8,127,102,13,80,No,Low,No,1326,215.18,1541.18,2255.18,2128.18,1.25,41.87,Medium,Critical - Reorder Now
P3365,2030-06-23,S7,339,110,10,60,No,Low,No,1100,205.88,1305.88,2075.88,1736.88,3.08,10.64,Low,Critical - Reorder Now
P3366,2030-06-24,S10,115,89,8,96,Yes,Medium,No,712,156.53,868.53,1491.53,1376.53,1.29,14.02,Low,Critical - Reorder Now
P3367,2030-06-25,S6,438,90,3,72,No,Medium,No,270,107.13,377.13,1007.13,569.13,4.87,9.75,Low,Low Stock
P3368,2030-06-26,S14,143,8,8,80,No,Medium,Yes,64,168.8,232.8,288.8,145.8,17.88,19.19,Low,Critical - Reorder Now
P3369,2030-06-27,S4,429,86,6,68,No,High,No,516,154.16,670.16,1272.16,843.16,4.99,12.61,Low,Critical - Reorder Now
P3370,2030-06-28,S13,317,73,13,76,No,Medium,No,949,219.09,1168.09,1679.09,1362.09,4.34,24.74,Low,Critical - Reorder Now
P3371,2030-06-29,S20,234,23,6,80,No,High,Yes,138,146.19,284.19,445.19,211.19,10.17,36.97,Low,Critical - Reorder Now
P3372,2030-06-30,S17,6,6,6,90,No,High,No,36,139.54,175.54,217.54,211.54,1.0,27.87,Low,Critical - Reorder Now
P3373,2030-07-01,S7,463,16,3,98,Yes,Medium,No,48,94.91,142.91,254.91,0.0,28.94,15.27,Low,Overstock
P3374,2030-07-02,S4,44,85,10,81,Yes,Medium,No,850,187.87,1037.87,1632.87,1588.87,0.52,7.12,Low,Critical - Reorder Now
P3375,2030-07-03,S14,442,78,1,71,No,Medium,No,78,62.12,140.12,686.12,244.12,5.67,18.12,Low,Low Stock
P3376,2030-07-04,S3,238,102,12,65,No,High,No,1224,220.84,1444.84,2158.84,1920.84,2.33,7.78,Low,Critical - Reorder Now
P3377,2030-07-05,S5,439,10,14,75,Yes,Low,Yes,140,228.38,368.38,438.38,0.0,43.9,54.26,Medium,Healthy
P3378,2030-07-06,S16,431,12,4,85,No,Medium,Yes,48,116.65,164.65,248.65,0.0,35.92,28.35,Low,Overstock
P3379,2030-07-07,S20,154,55,10,64,No,High,No,550,202.45,752.45,1137.45,983.45,2.8,34.4,Low,Critical - Reorder Now
P3380,2030-07-08,S4,180,15,12,68,No,High,No,180,218.02,398.02,503.02,323.02,12.0,15.7,Low,Critical - Reorder Now
P3381,2030-07-09,S2,214,67,6,99,Yes,Medium,Yes,402,133.56,535.56,1004.56,790.56,3.19,56.77,Medium,Critical - Reorder Now
P3382,2030-07-10,S18,87,61,11,73,No,High,No,671,204.24,875.24,1302.24,1215.24,1.43,17.68,Low,Critical - Reorder Now
P3383,2030-07-11,S19,255,16,12,89,No,Medium,No,192,198.28,390.28,502.28,247.28,15.94,30.1,Low,Critical - Reorder Now
P3384,2030-07-12,S19,72,77,10,85,No,High,Yes,770,184.44,954.44,1493.44,1421.44,0.94,62.45,Medium,Critical - Reorder Now
P3385,2030-07-13,S17,418,6,2,88,Yes,Low,Yes,12,81.33,93.33,135.33,0.0,69.67,63.26,Medium,Overstock
P3386,2030-07-14,S14,178,12,7,78,No,High,No,84,159.34,243.34,327.34,149.34,14.83,18.11,Low,Critical - Reorder Now
P3387,2030-07-15,S19,211,15,7,67,No,Medium,No,105,167.23,272.23,377.23,166.23,14.07,51.11,Medium,Critical - Reorder Now
P3388,2030-07-16,S13,292,57,11,82,No,Low,Yes,627,196.14,823.14,1222.14,930.14,5.12,72.54,High,Critical - Reorder Now
P3389,2030-07-17,S12,233,104,4,94,No,Medium,No,416,111.77,527.77,1255.77,1022.77,2.24,42.67,Medium,Critical - Reorder Now
P3390,2030-07-18,S6,464,14,4,90,Yes,High,Yes,56,113.94,169.94,267.94,0.0,33.14,53.87,Medium,Overstock
P3391,2030-07-19,S4,238,89,1,94,No,Low,No,89,55.88,144.88,767.88,529.88,2.67,33.82,Low,Low Stock
P3392,2030-07-20,S19,222,88,13,91,No,Low,No,1144,204.42,1348.42,1964.42,1742.42,2.52,16.96,Low,Critical - Reorder Now
P3393,2030-07-21,S16,118,116,2,64,No,High,No,232,90.54,322.54,1134.54,1016.54,1.02,28.45,Low,Critical - Reorder Now
P3394,2030-07-22,S13,312,12,9,75,Yes,Low,No,108,183.11,291.11,375.11,63.11,26.0,18.76,Low,Low Stock
P3395,2030-07-23,S4,263,40,10,76,No,Low,No,400,192.16,592.16,872.16,609.16,6.58,16.56,Low,Critical - Reorder Now
P3396,2030-07-24,S17,206,97,8,91,No,Low,Yes,776,160.36,936.36,1615.36,1409.36,2.12,73.77,High,Critical - Reorder Now
P3397,2030-07-25,S1,94,110,8,97,No,Medium,Yes,880,155.76,1035.76,1805.76,1711.76,0.85,73.72,High,Critical - Reorder Now
P3398,2030-07-26,S18,372,80,9,91,No,Medium,No,720,170.09,890.09,1450.09,1078.09,4.65,15.79,Low,Critical - Reorder Now
P3399,2030-07-27,S20,221,18,7,79,No,Low,No,126,158.62,284.62,410.62,189.62,12.28,29.51,Low,Critical - Reorder Now
P3400,2030-07-28,S17,365,116,13,61,No,High,Yes,1508,233.76,1741.76,2553.76,2188.76,3.15,69.31,Medium,Critical - Reorder Now
P3401,2030-07-29,S15,275,58,9,79,No,High,No,522,179.86,701.86,1107.86,832.86,4.74,17.54,Low,Critical - Reorder Now
P3402,2030-07-30,S11,379,118,10,77,No,Medium,No,1180,191.3,1371.3,2197.3,1818.3,3.21,37.08,Low,Critical - Reorder Now
P3403,2030-07-31,S13,230,89,12,60,No,High,No,1068,225.53,1293.53,1916.53,1686.53,2.58,28.27,Low,Critical - Reorder Now
P3404,2030-08-01,S1,308,90,2,88,No,Low,No,180,81.33,261.33,891.33,583.33,3.42,20.93,Low,Low Stock
P3405,2030-08-02,S17,118,25,6,88,Yes,High,No,150,140.87,290.87,465.87,347.87,4.72,17.22,Low,Critical - Reorder Now
P3406,2030-08-03,S6,267,112,3,78,Yes,Medium,Yes,336,104.31,440.31,1224.31,957.31,2.38,38.73,Low,Critical - Reorder Now
P3407,2030-08-04,S4,432,54,11,99,No,Medium,No,594,180.84,774.84,1152.84,720.84,8.0,28.03,Low,Critical - Reorder Now
P3408,2030-08-05,S20,272,98,6,65,No,Low,No,588,156.15,744.15,1430.15,1158.15,2.78,20.4,Low,Critical - Reorder Now
P3409,2030-08-06,S16,63,43,3,98,Yes,Medium,No,129,94.91,223.91,524.91,461.91,1.47,17.13,Low,Critical - Reorder Now
P3410,2030-08-07,S15,297,24,8,67,Yes,Medium,No,192,178.78,370.78,538.78,241.78,12.38,17.7,Low,Critical - Reorder Now
P3411,2030-08-08,S15,349,92,11,83,Yes,Medium,No,1012,195.24,1207.24,1851.24,1502.24,3.79,19.24,Low,Critical - Reorder Now
P3412,2030-08-09,S6,412,91,13,79,No,High,Yes,1183,216.16,1399.16,2036.16,1624.16,4.53,15.54,Low,Critical - Reorder Now
P3413,2030-08-10,S15,402,11,4,73,No,Medium,Yes,44,123.16,167.16,244.16,0.0,36.55,58.28,Medium,Overstock
P3414,2030-08-11,S14,493,13,12,64,Yes,High,No,156,221.77,377.77,468.77,0.0,37.92,18.83,Low,Healthy
P3415,2030-08-12,S11,10,5,10,99,No,Medium,Yes,50,172.43,222.43,257.43,247.43,2.0,52.48,Medium,Critical - Reorder Now
P3416,2030-08-13,S7,97,30,6,93,No,Medium,No,180,137.55,317.55,527.55,430.55,3.23,33.0,Low,Critical - Reorder Now
P3417,2030-08-14,S9,433,42,9,75,No,High,No,378,183.11,561.11,855.11,422.11,10.31,21.34,Low,Critical - Reorder Now
P3418,2030-08-15,S16,70,42,2,66,No,High,No,84,89.77,173.77,467.77,397.77,1.67,21.0,Low,Critical - Reorder Now
P3419,2030-08-16,S5,363,65,2,75,Yes,Low,No,130,86.32,216.32,671.32,308.32,5.58,9.97,Low,Low Stock
P3420,2030-08-17,S20,57,48,7,66,No,Low,Yes,336,167.95,503.95,839.95,782.95,1.19,20.92,Low,Critical - Reorder Now
P3421,2030-08-18,S10,289,90,2,86,Yes,High,No,180,82.1,262.1,892.1,603.1,3.21,41.18,Medium,Low Stock
P3422,2030-08-19,S18,250,48,2,73,Yes,Medium,No,96,87.09,183.09,519.09,269.09,5.21,16.21,Low,Low Stock
P3423,2030-08-20,S3,275,78,4,73,No,Low,No,312,123.16,435.16,981.16,706.16,3.53,26.56,Low,Critical - Reorder Now
P3424,2030-08-21,S13,49,66,9,92,Yes,High,Yes,594,169.28,763.28,1225.28,1176.28,0.74,64.76,Medium,Critical - Reorder Now
